Player,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position
presnel-kimpembe,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88.0,37,90,84,47,64,52,79,81,86,84,7,8,14,15,9,Midfielder/Defender
konrad-laimer,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69.0,68,87,86,73,78,54,81,83,80,75,9,12,12,13,12,Midfielder/Defender
mikel-merino-zazon,77,79,86,84,58,83,80,69,82,85,73,73,75,84,72,84,81,84,79.0,78,81,84,78,81,60,80,80,84,76,9,12,9,13,14,Midfielder/Defender
ruben-diogo-da-silva-neves,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67.0,82,84,80,62,87,76,86,78,79,77,16,12,10,8,10,Midfielder/Defender
marco-asensio-willemsen,81,78,57,81,79,83,84,76,82,87,83,81,80,78,76,86,58,75,63.0,85,45,45,80,80,62,82,40,42,39,13,9,6,12,10,Forward
james-maddison,83,78,35,85,76,85,86,86,84,86,77,69,86,80,83,83,51,78,53.0,81,70,44,82,86,74,86,59,65,42,11,14,14,12,14,Midfielder/Defender
jose-angel-esmoris-tasende,88,70,65,81,63,84,83,76,81,84,85,72,85,82,85,80,72,85,60.0,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13,Midfielder/Defender
diego-carlos-santos-silva,35,32,79,76,34,65,47,71,74,71,77,76,62,84,50,73,82,65,87.0,57,85,83,52,63,41,75,84,80,81,7,10,14,7,11,Midfielder/Defender
jose-maria-gimenez,47,37,82,71,34,55,37,44,68,66,70,71,53,78,56,73,89,71,85.0,48,87,84,25,46,40,75,87,85,85,9,11,7,10,15,Midfielder/Defender
angel-correa,75,86,71,80,80,87,82,66,68,87,86,85,90,84,88,83,51,84,69.0,86,79,48,86,82,67,79,42,53,44,13,10,9,8,16,Forward
thomas-lemar,82,77,54,84,77,88,85,81,80,86,85,81,90,82,86,79,67,80,56.0,79,63,77,81,85,69,80,55,76,69,11,15,13,7,14,Midfielder/Defender
piotr-zielinski,73,75,52,85,75,87,80,65,81,87,83,79,85,81,79,79,52,79,57.0,83,56,75,80,84,58,75,69,72,71,12,9,12,11,6,Forward
raul-de-tomas-gomez,66,85,80,81,80,84,75,75,76,83,78,76,83,82,77,85,82,76,76.0,81,83,35,84,81,84,82,36,35,32,6,11,13,7,14,Forward
hakim-ziyech,88,73,52,86,74,83,90,78,89,84,78,74,83,83,78,83,33,73,58.0,80,73,51,81,88,67,79,44,57,41,11,7,11,8,14,Forward
john-stones,62,53,84,84,44,72,52,37,75,83,68,76,66,82,59,55,83,73,78.0,44,80,83,52,67,52,80,84,85,82,7,15,11,10,8,Midfielder/Defender
roberto-firmino-barbosa-de-oliveira,73,76,78,84,79,87,81,65,76,88,75,74,84,85,86,77,81,84,74.0,76,75,58,84,83,72,88,55,64,42,8,11,9,6,10,Forward
dusan-tadic,88,83,66,86,80,83,85,79,80,86,66,67,73,83,83,79,59,84,81.0,77,56,41,85,88,84,87,51,34,26,11,11,14,9,16,Forward
luis-alberto-romero-alconchel,69,75,49,91,76,82,86,79,89,90,55,54,68,75,83,78,53,68,64.0,75,29,59,76,92,56,80,58,58,52,6,8,6,12,11,Midfielder/Defender
antoine-griezmann,82,82,83,82,84,84,86,85,80,85,79,78,89,85,83,82,88,85,64.0,81,73,52,88,85,79,89,45,56,52,14,8,14,13,14,Forward
jorge-resurreccion,85,69,61,86,57,77,84,77,84,81,72,69,72,83,81,81,59,89,75.0,75,78,82,76,83,67,85,81,82,71,14,12,5,10,13,Midfielder/Defender
oliver-baumann,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69.0,13,32,21,10,41,22,52,15,18,14,83,82,79,79,84,Goal Keeper
fernando-reges-mouta,62,54,74,86,56,71,65,53,80,78,62,67,70,82,62,76,76,81,81.0,68,84,84,62,79,54,78,83,84,82,7,5,9,3,5,Midfielder/Defender
ivan-perisic,85,80,80,79,81,83,78,75,79,82,79,78,76,85,75,84,87,82,76.0,78,65,73,85,76,76,88,80,73,68,6,7,10,9,6,Midfielder/Defender
david-josue-jimenez-silva,83,70,53,89,81,84,82,77,84,86,69,55,80,82,89,72,58,65,45.0,71,56,50,84,89,75,90,58,53,29,6,15,7,6,12,Forward
kasper-schmeichel,18,12,16,40,15,12,13,15,49,40,42,49,60,82,47,59,60,34,63.0,14,35,20,13,59,26,67,14,14,13,81,78,79,81,86,Goal Keeper
samir-handanovic,12,10,10,42,12,18,20,14,40,21,41,47,44,76,36,49,75,36,69.0,19,25,22,12,41,23,64,25,10,13,79,79,65,90,84,Goal Keeper
jesus-navas-gonzalez,88,63,73,83,75,80,82,51,79,82,87,84,82,84,84,74,63,80,37.0,70,75,80,81,83,56,82,82,77,79,10,10,15,7,13,Midfielder/Defender
dani-rojas,79,83,80,77,90,84,72,73,69,82,85,82,82,81,71,85,80,83,76.0,81,63,20,84,75,82,80,16,29,21,10,11,7,8,12,Forward
jamal-musiala,66,76,49,83,63,88,64,48,74,86,81,72,92,82,91,71,55,77,53.0,73,59,65,76,78,51,82,64,63,69,6,9,8,8,11,Midfielder/Defender
florian-wirtz,77,78,39,82,68,86,76,54,82,88,76,79,85,80,82,67,52,79,50.0,70,63,45,78,85,60,80,55,57,44,14,14,13,6,10,Forward
antony-matheus-dos-santos,79,76,45,76,67,85,84,74,62,88,95,91,92,77,85,75,57,81,62.0,78,76,39,76,79,66,82,46,37,21,9,10,14,8,13,Forward
darwin-nunez,67,83,76,69,79,76,75,61,60,77,88,88,78,85,67,86,76,89,87.0,75,78,41,85,71,78,83,36,39,33,14,10,12,10,13,Forward
bruno-guimaraes-moura,68,68,61,85,66,81,75,62,83,83,68,69,74,82,78,66,62,84,77.0,67,77,78,75,85,65,85,77,81,75,7,11,15,11,11,Midfielder/Defender
nico-schlotterbeck,48,49,85,75,51,72,49,35,79,71,77,76,68,81,66,75,78,73,82.0,60,81,82,56,67,38,76,82,86,80,8,10,8,14,13,Midfielder/Defender
bukayo-saka,81,77,45,80,70,85,80,69,65,82,87,82,83,82,83,72,54,80,58.0,69,66,68,82,81,70,79,65,69,67,7,8,13,9,13,Midfielder/Defender
daniel-olmo-carvajal,78,74,43,84,76,86,72,75,79,86,77,58,86,83,86,79,55,77,54.0,77,51,57,82,83,66,82,50,50,44,15,15,13,12,11,Forward
ferran-torres-garcia,79,80,75,81,74,84,76,60,78,84,87,81,83,82,78,79,75,73,69.0,76,54,34,86,82,74,82,35,24,28,12,9,11,15,12,Forward
noussair-mazraoui,79,69,65,83,56,83,69,42,76,84,83,84,86,78,69,68,69,88,70.0,61,69,80,84,77,44,79,75,78,80,12,7,13,12,12,Midfielder/Defender
arnaut-danjuma,77,85,72,80,70,84,79,59,66,83,85,90,84,86,76,82,67,76,74.0,79,55,32,83,78,75,77,35,52,47,15,8,10,8,14,Forward
aaron-ramsdale,15,14,15,54,16,18,17,16,54,35,47,50,53,80,49,64,66,35,59.0,15,35,24,18,64,25,65,20,16,15,83,77,85,78,84,Goal Keeper
lucas-tolentino-coelho-de-lima,72,79,68,82,74,88,77,74,78,86,71,73,75,81,77,77,78,78,77.0,77,76,71,80,82,75,88,67,72,63,14,9,12,11,11,Forward
denzel-dumfries,77,67,84,76,38,72,69,35,71,75,78,87,69,82,60,68,90,92,89.0,54,83,78,74,59,48,74,76,79,77,10,10,7,13,14,Midfielder/Defender
ruslan-malinovskyi,79,74,74,85,70,83,85,86,81,86,76,76,69,79,73,92,74,82,81.0,88,78,66,80,83,84,75,55,72,50,6,6,12,15,13,Forward
tammy-abraham,53,84,86,77,80,80,55,55,53,82,80,85,61,84,53,80,73,79,85.0,71,68,25,83,73,79,82,40,29,20,12,7,8,13,13,Forward
josue-durval-chiamulera-vaz,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,53,73,77,76.0,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10,Midfielder/Defender
lucas-luciano-mantela-patricio,13,15,14,29,19,17,16,21,18,23,35,34,36,76,55,64,70,44,85.0,19,20,18,11,70,15,48,16,18,17,79,87,85,77,81,Goal Keeper
ben-chilwell,84,58,69,80,65,79,71,67,74,81,77,75,69,81,72,74,86,86,69.0,47,73,76,78,75,52,75,78,80,82,10,7,14,7,10,Midfielder/Defender
andre-miguel-valente-da-silva,60,84,85,79,84,82,77,39,63,84,76,73,77,85,75,83,88,79,77.0,78,75,59,84,74,84,84,36,40,34,14,13,7,11,8,Forward
christian-pulisic,74,74,50,77,70,88,70,58,59,85,91,84,87,78,88,77,79,72,54.0,57,45,33,79,80,61,80,38,32,47,8,12,13,16,14,Forward
alejandro-remiro-gargallo,12,13,13,36,15,19,14,17,29,26,40,46,69,76,40,59,66,42,73.0,11,34,20,11,35,24,55,14,17,18,83,76,79,85,84,Goal Keeper
ismael-bennacer,72,63,62,85,64,86,73,73,83,85,81,73,87,83,89,75,78,82,69.0,74,86,81,66,81,68,80,76,80,76,9,12,10,16,15,Midfielder/Defender
andre-onana,15,12,20,43,13,26,30,17,53,38,62,60,66,81,53,65,77,38,79.0,17,32,15,11,64,27,64,12,18,14,81,80,86,80,83,Goal Keeper
aritz-elustondo,72,35,83,84,37,48,53,41,65,78,61,67,59,84,56,44,86,71,78.0,42,83,82,38,32,43,77,81,83,82,7,10,12,15,8,Midfielder/Defender
goncalo-manuel-ganchinho-guedes,81,82,75,70,75,84,76,70,69,82,85,87,84,81,75,87,63,72,72.0,88,64,50,79,76,69,78,24,34,30,9,12,11,9,9,Forward
david-soria-solis,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,55,61,43,75.0,18,24,18,12,45,23,58,22,13,13,82,81,73,81,83,Goal Keeper
robin-gosens,82,79,82,80,71,80,69,58,77,81,79,84,71,84,66,76,90,86,76.0,68,80,77,86,60,55,77,75,78,79,7,16,15,16,10,Midfielder/Defender
manuel-locatelli,70,62,68,85,64,79,68,64,83,83,61,63,65,80,59,77,65,89,77.0,80,76,78,70,80,60,79,80,81,75,11,12,11,10,15,Midfielder/Defender
giovanni-di-lorenzo,78,64,71,77,60,76,69,69,71,77,85,85,78,80,78,72,83,90,76.0,69,75,79,70,66,59,77,80,80,75,8,10,8,10,7,Midfielder/Defender
rafael-a-ferreira-silva,78,77,49,77,68,86,80,56,70,85,93,92,90,84,89,77,64,79,40.0,74,47,58,81,83,59,81,52,47,39,9,11,11,12,8,Forward
andrej-kramaric,76,79,69,84,79,85,79,78,66,85,75,67,84,84,86,82,72,76,69.0,80,73,21,82,82,89,81,35,20,26,8,14,14,7,15,Forward
geronimo-rulli,12,15,12,36,16,14,19,20,30,15,56,52,58,79,50,60,65,42,73.0,17,26,21,12,62,24,61,15,13,17,82,79,80,81,83,Goal Keeper
andreas-christensen,51,36,80,80,25,67,41,39,73,76,59,76,61,84,60,37,79,68,77.0,20,75,85,32,62,36,79,85,84,83,10,12,8,6,8,Midfielder/Defender
anderson-souza-conceicao,74,81,77,80,76,83,84,85,78,84,84,76,87,79,75,84,66,82,76.0,86,67,52,83,77,75,77,45,55,42,13,11,13,12,10,Forward
julian-brandt,79,78,52,85,79,86,77,65,81,86,66,68,84,82,83,81,62,80,68.0,79,39,58,80,84,54,83,44,45,48,11,16,11,8,9,Midfielder/Defender
timo-werner,69,78,75,79,82,82,70,58,55,83,93,88,79,85,76,85,75,81,64.0,77,63,37,87,68,78,79,39,20,19,9,9,8,15,9,Forward
jose-luis-gaya-pena,79,61,58,79,58,79,80,49,75,80,81,85,82,83,80,62,53,87,67.0,59,76,80,75,75,52,76,79,81,82,13,10,9,12,9,Midfielder/Defender
otavio-edmilson-da-silva-monteiro,79,68,57,81,66,86,80,72,78,85,81,76,85,82,83,72,59,86,62.0,67,80,62,77,83,72,81,66,67,54,11,12,9,10,15,Midfielder/Defender
ricardo-barbosa-pereira,82,66,69,82,59,81,78,52,77,83,83,76,76,82,79,74,75,72,69.0,64,79,79,77,77,61,81,81,84,83,16,12,15,11,11,Midfielder/Defender
alejandro-grimaldo-garcia,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,82,64,90,63.0,81,69,79,77,78,54,83,71,76,74,7,13,10,7,13,Midfielder/Defender
raphael-guerreiro,86,77,44,88,79,87,85,82,85,87,83,67,90,86,90,79,52,74,50.0,84,45,84,79,85,54,86,79,75,76,12,6,8,11,8,Midfielder/Defender
matthias-ginter,68,55,82,78,53,61,44,42,78,75,54,64,55,85,49,79,77,75,84.0,46,72,83,55,72,67,76,85,86,78,12,10,6,8,10,Midfielder/Defender
jordan-pickford,17,19,15,58,20,14,18,16,60,40,56,44,57,75,55,65,77,45,70.0,13,45,24,18,69,45,65,21,20,12,84,77,87,80,87,Goal Keeper
willi-orban,39,38,85,71,31,52,28,32,58,58,50,63,48,77,56,37,91,68,85.0,29,83,82,42,44,41,72,85,85,81,15,12,15,10,6,Midfielder/Defender
inigo-martinez-berridi,53,42,81,75,37,48,72,55,83,74,70,71,67,81,60,81,91,69,82.0,74,86,83,52,55,39,70,82,82,84,12,16,11,13,11,Midfielder/Defender
nick-pope,11,14,11,29,14,15,13,12,52,24,50,47,36,76,42,56,72,37,75.0,15,36,21,13,50,22,63,14,15,14,80,82,75,81,84,Goal Keeper
leonardo-spinazzola,81,60,69,78,59,82,66,45,64,80,93,90,80,82,69,68,69,75,66.0,68,71,80,77,72,59,69,81,78,75,11,13,12,15,14,Midfielder/Defender
sergi-darder-moll,75,70,60,86,74,83,84,65,85,84,81,83,82,77,75,83,60,85,75.0,78,76,75,75,84,60,85,75,76,75,8,9,9,8,12,Midfielder/Defender
gabriel-armando-de-abreu,67,42,81,80,48,60,57,46,74,69,65,69,65,81,63,61,84,80,82.0,50,87,87,51,65,51,69,83,83,82,15,6,15,15,7,Midfielder/Defender
jose-ignacio-fernandez-iglesias,70,32,79,84,38,64,55,37,67,77,69,79,65,80,75,54,84,80,79.0,28,80,83,37,53,45,75,83,83,81,12,7,10,15,7,Midfielder/Defender
lucas-digne,88,60,72,81,68,78,83,83,73,82,80,76,74,81,78,83,90,85,69.0,76,76,80,73,75,60,81,76,78,80,6,12,9,6,13,Midfielder/Defender
steven-berghuis,85,82,48,83,77,80,86,76,82,85,82,74,83,80,75,82,55,78,63.0,84,72,37,82,83,83,81,44,37,30,9,11,7,7,15,Forward
francesco-acerbi,34,37,82,75,39,65,58,56,79,72,61,62,32,83,33,75,70,69,85.0,60,75,84,20,65,61,85,85,86,84,11,9,9,13,11,Midfielder/Defender
anthony-lopes,19,18,16,32,13,15,15,14,31,21,63,64,67,82,62,53,82,36,73.0,18,45,25,9,48,16,65,13,15,13,84,78,71,80,86,Goal Keeper
luis-muriel,71,84,69,80,78,88,79,78,55,83,87,90,85,84,85,81,60,73,72.0,84,50,16,83,78,89,82,26,24,22,8,10,10,14,6,Forward
wilfried-zaha,75,81,47,76,68,88,71,54,69,87,90,91,85,74,75,83,58,78,77.0,72,77,35,76,72,78,81,34,39,36,15,10,15,11,10,Forward
francisco-roman-alarcon-suarez,78,76,55,81,67,91,88,76,80,90,68,62,79,75,88,69,60,58,58.0,78,57,61,77,83,74,82,58,64,51,10,8,12,15,6,Forward
idrissa-gueye,60,60,69,79,36,76,60,66,76,79,69,66,78,81,81,82,83,85,68.0,72,83,86,72,70,55,79,82,87,83,8,6,8,12,13,Midfielder/Defender
juan-cuadrado,85,68,65,81,70,87,84,76,77,83,89,89,91,82,81,84,79,76,61.0,80,80,71,77,78,65,77,71,79,83,5,5,13,6,9,Midfielder/Defender
lukas-hradecky,11,11,11,30,9,10,11,15,33,20,38,44,43,83,39,50,69,34,55.0,14,31,18,9,53,20,48,10,10,13,83,77,66,80,87,Goal Keeper
christian-eriksen,86,72,52,89,80,77,89,87,90,89,63,60,68,81,78,84,49,68,52.0,85,46,55,75,87,67,88,59,57,22,9,14,7,7,6,Midfielder/Defender
chris-smalling,52,54,86,65,49,59,49,22,64,65,52,71,54,82,43,42,80,69,85.0,35,83,81,51,56,52,85,86,86,82,10,15,16,15,15,Midfielder/Defender
cesar-azpilicueta-tanco,80,46,78,79,51,68,68,58,79,77,68,61,67,86,73,68,83,75,70.0,60,87,83,62,72,66,78,85,85,84,13,9,10,6,5,Midfielder/Defender
toby-alderweireld,64,45,81,77,38,62,63,59,81,74,53,60,54,85,62,78,81,72,76.0,58,77,83,52,62,58,86,85,87,82,16,6,14,16,14,Midfielder/Defender
jordan-henderson,82,73,64,83,71,78,80,74,85,82,66,66,66,84,67,77,78,86,76.0,75,83,80,78,79,64,78,77,80,76,7,13,7,9,13,Midfielder/Defender
yuri-berchiche-izeta,83,61,74,80,63,72,80,55,72,79,79,83,80,80,79,82,87,84,79.0,76,85,82,62,71,59,78,80,80,76,12,13,9,8,11,Midfielder/Defender
simon-kjaer,50,55,80,75,37,52,52,66,70,69,55,68,55,78,55,74,77,63,83.0,41,83,84,31,55,61,70,86,84,78,6,10,13,10,15,Midfielder/Defender
dimitri-payet,85,75,59,83,76,84,83,81,80,85,71,69,81,79,74,82,34,67,71.0,80,54,37,82,87,81,83,38,37,39,11,15,9,14,12,Forward
ivan-rakitic,84,77,59,87,81,79,88,82,86,84,55,52,68,80,58,85,33,73,70.0,79,67,79,79,85,82,80,76,78,74,14,11,12,5,9,Midfielder/Defender
lukasz-fabianski,14,13,11,20,17,14,18,12,32,22,50,47,53,74,44,53,69,25,65.0,20,43,16,15,52,22,63,14,12,13,82,82,71,83,82,Goal Keeper
raul-albiol-tortajada,38,27,77,74,31,59,53,45,72,71,43,33,44,83,50,65,76,42,80.0,53,83,86,30,64,37,75,87,86,85,8,6,5,9,8,Midfielder/Defender
gerard-pique-bernabeu,57,65,83,80,57,63,58,43,82,80,48,62,56,78,34,62,73,61,81.0,51,78,81,66,72,69,86,80,84,82,10,11,14,15,8,Midfielder/Defender
zlatan-ibrahimovic,71,84,82,77,87,75,79,74,72,85,55,61,67,77,51,86,77,34,85.0,85,84,20,88,83,80,90,28,37,24,13,15,10,9,12,Forward
sam-obisanya,81,73,64,79,64,83,84,62,74,80,90,88,79,75,79,76,67,82,72.0,74,68,74,77,80,72,82,71,73,69,14,9,15,14,14,Midfielder/Defender
josko-gvardiol,61,42,77,76,54,75,59,59,74,76,80,84,68,77,65,76,84,79,84.0,56,85,80,58,65,61,75,77,83,83,5,8,6,9,11,Midfielder/Defender
dejan-kulusevski,83,77,54,82,80,85,84,61,70,85,77,78,79,80,69,76,66,83,73.0,82,67,55,78,81,65,81,50,64,58,14,5,10,10,5,Forward
edmond-tapsoba,39,57,82,80,33,66,54,32,78,74,74,67,66,79,64,74,78,75,83.0,30,74,83,34,66,77,80,82,86,77,5,10,13,7,15,Midfielder/Defender
rodrygo-silva-de-goes,74,80,62,77,67,84,80,73,64,83,88,88,87,78,85,73,74,81,52.0,74,54,21,79,73,78,82,25,36,32,9,8,12,8,5,Forward
pedro-antonio-porro-sauceda,81,65,68,75,60,80,78,67,74,83,80,84,78,78,71,83,59,91,74.0,75,74,76,77,72,66,78,74,78,75,15,7,14,5,7,Midfielder/Defender
mehdi-taremi,70,83,74,82,75,81,74,49,67,85,79,77,74,84,65,80,74,82,79.0,72,46,23,85,84,76,83,38,41,25,9,11,9,15,8,Forward
pedro-antonio-pereira-goncalves,75,84,40,83,79,83,79,72,78,84,77,76,83,84,87,78,43,81,58.0,76,64,66,84,81,74,86,57,57,50,15,11,15,7,8,Forward
matheus-santos-carneiro-da-cunha,75,82,68,78,75,86,77,64,67,84,81,86,85,81,70,83,74,81,72.0,82,68,25,83,77,74,82,29,28,32,8,7,13,13,11,Forward
lisandro-martinez,75,52,76,80,56,76,68,55,82,79,77,72,75,79,79,72,91,85,81.0,66,86,82,62,74,55,84,83,83,81,6,14,13,14,8,Midfielder/Defender
marc-cucurella-saseta,81,68,57,79,55,81,78,57,79,80,78,74,78,82,83,73,77,88,66.0,65,76,77,77,78,59,77,79,80,77,13,7,9,10,11,Midfielder/Defender
nicolo-zaniolo,64,75,64,79,60,82,65,60,68,85,89,86,79,77,76,79,65,75,87.0,71,89,60,86,76,60,74,64,63,58,8,11,11,13,5,Forward
tomas-soucek,69,73,83,78,59,74,63,53,76,77,51,60,52,81,54,73,88,90,84.0,70,78,83,76,72,70,77,81,82,79,11,13,5,6,8,Midfielder/Defender
antonin-barak,77,79,68,83,72,83,77,72,79,84,75,73,73,80,69,84,60,86,75.0,80,64,64,79,83,70,82,61,67,65,14,15,10,12,11,Forward
martin-terrier,73,84,75,78,77,79,77,58,72,80,84,86,73,78,70,79,72,73,75.0,80,55,27,80,77,73,77,34,31,34,12,5,13,5,8,Forward
yves-bissouma,65,58,65,82,65,81,62,75,78,79,71,73,73,79,77,83,80,80,75.0,79,77,83,68,76,58,80,80,85,78,12,8,8,12,8,Midfielder/Defender
evan-ndicka,68,45,82,78,33,74,59,30,76,78,74,84,54,82,55,65,82,76,81.0,54,78,79,68,73,33,82,82,83,77,13,8,7,8,8,Midfielder/Defender
robin-le-normand,35,19,85,78,25,52,29,25,64,72,58,67,33,79,51,40,85,71,88.0,22,68,82,21,32,34,73,83,84,80,9,13,14,15,10,Midfielder/Defender
daichi-kamada,75,72,53,83,66,85,76,68,80,83,82,68,85,77,81,61,67,74,57.0,67,52,43,79,84,77,80,47,47,40,6,10,11,6,11,Forward
richarlison-de-andrade,73,81,82,77,74,84,74,65,61,82,85,79,79,80,69,83,86,79,76.0,72,84,46,81,74,77,81,45,58,48,12,7,8,11,13,Forward
marcus-rashford,74,80,68,76,73,84,82,76,71,81,83,90,82,81,74,92,74,72,71.0,78,69,39,79,76,85,75,40,38,33,11,6,15,7,14,Forward
marvin-oswaldo-rangel-azevedo,68,85,82,71,72,78,59,49,60,77,77,76,75,82,66,79,81,72,87.0,76,62,11,85,70,87,78,15,11,18,9,12,7,8,7,Forward
nailton-suzuki-ito,67,72,64,85,63,84,70,67,83,85,85,79,75,80,67,75,68,75,74.0,79,54,53,82,75,55,78,50,52,42,8,9,12,8,8,Forward
welington-kaue-dano-nascimento,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68.0,53,69,77,72,75,61,82,70,77,81,16,15,15,7,7,Midfielder/Defender
louri-adriano-bisesi-barbosa,56,85,83,73,82,75,59,67,47,74,74,82,60,84,47,85,85,52,82.0,82,65,32,83,58,77,79,26,27,24,8,11,20,19,20,Forward
rosival-jailson-dourado-santos,61,53,70,82,57,77,54,57,78,76,75,78,72,80,77,60,40,91,56.0,59,75,82,58,77,77,81,83,86,80,15,14,14,10,9,Midfielder/Defender
adryan-juliano-zonta-torres,81,59,66,81,64,77,70,66,71,72,92,93,81,82,78,73,75,91,73.0,73,69,74,69,64,65,74,73,72,69,12,15,9,10,14,Midfielder/Defender
juan-heberto-mestres-de-mesquita,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79.0,61,86,82,58,50,62,70,77,85,84,18,12,14,11,18,Midfielder/Defender
gianluca-mancini,34,48,83,67,40,51,38,34,42,74,59,73,34,80,57,51,89,87,83.0,34,94,82,32,51,47,77,78,82,78,13,12,8,6,8,Midfielder/Defender
denis-zakaria,68,64,67,79,35,78,63,46,75,78,77,86,67,82,64,75,66,80,87.0,63,88,80,65,73,48,83,81,83,79,12,12,7,13,11,Midfielder/Defender
manuel-akanji,55,38,78,80,42,73,54,59,80,76,75,79,69,82,67,75,84,71,82.0,48,76,82,37,65,40,78,83,84,82,10,9,13,6,9,Midfielder/Defender
andre-franck-zambo-anguissa,59,66,70,80,54,82,59,45,74,82,77,78,76,81,77,74,76,84,85.0,69,83,82,79,75,60,82,78,86,72,11,11,9,8,11,Midfielder/Defender
kieran-tierney,83,52,59,78,38,79,72,56,68,77,86,83,76,79,77,79,81,83,74.0,66,84,77,75,74,42,75,78,78,77,13,16,8,12,13,Midfielder/Defender
giovani-lo-celso,78,73,62,84,71,85,82,79,83,85,74,69,81,82,80,82,56,75,69.0,74,82,70,75,85,65,83,64,73,68,10,7,10,15,14,Forward
steven-bergwijn,76,77,60,79,76,84,79,65,64,82,89,86,79,79,89,84,69,73,76.0,81,54,34,78,79,68,77,52,36,32,11,14,12,14,13,Forward
guido-rodriguez,59,43,73,81,47,70,49,50,75,76,56,54,47,75,45,80,35,76,79.0,69,83,85,68,71,53,70,84,86,84,12,11,14,16,6,Midfielder/Defender
joe-gomez,69,26,74,78,24,67,46,29,65,73,74,85,63,80,65,41,76,64,83.0,26,81,83,51,60,26,74,81,82,81,8,13,14,7,7,Midfielder/Defender
kalvin-phillips,70,62,66,82,55,73,62,71,81,80,69,64,72,77,73,75,82,83,76.0,68,86,78,66,75,58,79,80,82,80,8,8,8,12,14,Midfielder/Defender
lucas-torreira,71,68,59,82,65,77,70,72,76,80,77,68,85,80,89,80,51,90,68.0,74,87,80,68,74,48,82,81,80,76,5,5,13,7,9,Midfielder/Defender
mario-pasalic,68,83,65,83,73,82,69,59,79,86,72,77,74,78,54,78,70,83,75.0,76,76,72,87,77,61,77,61,72,64,11,13,13,13,14,Forward
hirving-lozano,73,77,62,74,74,83,72,65,65,80,92,93,89,81,82,76,67,76,54.0,75,64,45,82,74,73,75,42,35,29,11,10,14,14,10,Forward
naby-keita,63,74,42,84,75,85,64,67,75,86,77,63,88,80,90,76,52,72,62.0,75,78,76,74,81,58,83,69,73,67,7,14,15,14,9,Midfielder/Defender
corentin-tolisso,65,75,83,82,73,78,72,67,84,83,69,69,76,83,76,86,83,72,76.0,83,82,77,80,79,61,75,75,78,72,7,10,14,9,14,Midfielder/Defender
stanislav-lobotka,70,68,45,85,43,79,75,55,79,84,76,67,77,80,86,70,79,84,63.0,75,69,75,70,83,56,77,76,79,72,10,7,16,13,14,Midfielder/Defender
matteo-politano,80,76,40,79,75,83,79,77,76,84,84,82,89,81,88,78,50,77,41.0,82,63,38,76,77,70,79,63,29,29,11,12,6,8,11,Forward
allan-saint-maximin,73,72,53,76,66,92,76,58,64,83,91,89,93,78,89,82,73,77,73.0,70,43,20,76,75,58,83,29,21,23,10,9,12,7,7,Midfielder/Defender
seko-fofana,62,71,58,82,68,81,72,62,77,82,73,73,69,82,67,83,62,91,87.0,79,79,79,78,79,56,82,68,80,71,9,8,9,11,10,Midfielder/Defender
inaki-williams-arthuer,75,77,73,74,74,81,76,58,66,76,93,94,79,82,62,85,89,87,83.0,77,76,25,85,73,64,81,42,34,29,14,15,14,10,13,Forward
juan-musso,20,18,15,31,15,16,16,12,24,20,46,42,32,71,39,55,51,35,70.0,14,27,18,19,48,25,67,12,14,16,82,78,73,82,86,Goal Keeper
benjamin-bourigeaud,84,77,66,84,78,82,80,82,80,84,75,76,72,81,72,77,72,86,72.0,78,74,73,80,82,76,78,63,68,58,14,7,15,11,15,Midfielder/Defender
mateus-uribe,69,78,67,80,53,79,63,63,78,82,75,75,74,85,71,78,83,93,77.0,77,78,82,77,76,71,77,79,83,79,16,13,16,7,14,Midfielder/Defender
ricardo-jorge-da-luz-horta,77,81,55,80,82,81,80,78,74,79,82,77,83,82,85,83,62,83,64.0,84,69,55,83,84,73,73,32,44,35,7,9,10,8,13,Forward
jose-pedro-malheiro-de-sa,18,15,14,48,17,17,12,21,42,19,52,53,62,80,40,55,70,34,75.0,18,35,18,17,50,11,45,14,19,15,83,78,73,79,83,Goal Keeper
robert-andrich,71,74,74,79,66,74,78,80,78,76,59,67,59,79,61,84,81,87,83.0,81,88,80,72,73,62,71,80,79,77,7,9,10,13,15,Midfielder/Defender
